# ForeShift Detroit - BASE DEMAND LAYER (v8)
# IMPORTANT: These are BASE scores only - BEFORE the event and weather layers.
# Final demand shown to an operator = base_score + event lift + weather adjustment,
# computed at query time in the application. Do NOT treat base_score as final demand.
# Event lift (additive) and weather (multiplicative) are applied in-app; this file is the fixed floor.
# Grain: one row per zone x concept x day x daypart. 13 zones x 9 concepts x 7 days x 4 dayparts = 3,276 rows.
# Bands: Exceptional 110-150, Peak 85-109, High 65-84, Moderate 40-64, Light 20-39, Minimal 0-19.
# Closed dayparts score 0 (Minimal) by design. CONFIDENTIAL - ForeShift LLC.
zone,concept,day,morning_base_score,morning_base_band,midday_base_score,midday_base_band,dinner_base_score,dinner_base_band,late_base_score,late_base_band
Core City / Woodbridge,Breakfast / Brunch Cafe,Mon,5.8,Minimal,6.6,Minimal,0.5,Minimal,0.0,Minimal
Core City / Woodbridge,Breakfast / Brunch Cafe,Tue,6.1,Minimal,6.8,Minimal,0.5,Minimal,0.0,Minimal
Core City / Woodbridge,Breakfast / Brunch Cafe,Wed,7.0,Minimal,7.9,Minimal,0.6,Minimal,0.0,Minimal
Core City / Woodbridge,Breakfast / Brunch Cafe,Thu,8.7,Minimal,10.6,Minimal,1.5,Minimal,0.0,Minimal
Core City / Woodbridge,Breakfast / Brunch Cafe,Fri,11.3,Minimal,15.7,Minimal,3.1,Minimal,0.0,Minimal
Core City / Woodbridge,Breakfast / Brunch Cafe,Sat,16.7,Minimal,36.7,Light,3.9,Minimal,0.0,Minimal
Core City / Woodbridge,Breakfast / Brunch Cafe,Sun,13.4,Minimal,34.3,Light,2.6,Minimal,0.0,Minimal
Core City / Woodbridge,Sports Bar,Mon,0.0,Minimal,4.9,Minimal,15.6,Minimal,5.4,Minimal
Core City / Woodbridge,Sports Bar,Tue,0.0,Minimal,4.9,Minimal,15.0,Minimal,4.9,Minimal
Core City / Woodbridge,Sports Bar,Wed,0.0,Minimal,5.7,Minimal,17.5,Minimal,5.8,Minimal
Core City / Woodbridge,Sports Bar,Thu,0.0,Minimal,6.6,Minimal,24.1,Light,9.4,Minimal
Core City / Woodbridge,Sports Bar,Fri,0.0,Minimal,9.5,Minimal,27.1,Light,24.6,Light
Core City / Woodbridge,Sports Bar,Sat,0.0,Minimal,13.9,Minimal,30.9,Light,26.1,Light
Core City / Woodbridge,Sports Bar,Sun,0.0,Minimal,9.8,Minimal,26.8,Light,9.2,Minimal
Core City / Woodbridge,Cocktail Lounge,Mon,0.0,Minimal,0.2,Minimal,2.2,Minimal,1.9,Minimal
Core City / Woodbridge,Cocktail Lounge,Tue,0.0,Minimal,0.3,Minimal,4.2,Minimal,3.6,Minimal
Core City / Woodbridge,Cocktail Lounge,Wed,0.0,Minimal,0.7,Minimal,10.3,Minimal,8.9,Minimal
Core City / Woodbridge,Cocktail Lounge,Thu,0.0,Minimal,2.1,Minimal,27.6,Light,27.1,Light
Core City / Woodbridge,Cocktail Lounge,Fri,0.0,Minimal,2.1,Minimal,41.1,Moderate,49.8,Moderate
Core City / Woodbridge,Cocktail Lounge,Sat,0.0,Minimal,2.2,Minimal,42.3,Moderate,51.3,Moderate
Core City / Woodbridge,Cocktail Lounge,Sun,0.0,Minimal,0.6,Minimal,7.9,Minimal,6.8,Minimal
Mexicantown,Fine Dining,Mon,0.0,Minimal,1.6,Minimal,5.4,Minimal,0.3,Minimal
Mexicantown,Fine Dining,Tue,0.0,Minimal,3.5,Minimal,10.7,Minimal,0.6,Minimal
Mexicantown,Fine Dining,Wed,0.0,Minimal,6.9,Minimal,20.9,Light,1.1,Minimal
Mexicantown,Fine Dining,Thu,0.0,Minimal,12.7,Minimal,41.1,Moderate,3.4,Minimal
Mexicantown,Fine Dining,Fri,0.0,Minimal,13.6,Minimal,56.0,Moderate,8.2,Minimal
Mexicantown,Fine Dining,Sat,0.0,Minimal,15.2,Minimal,62.7,Moderate,9.1,Minimal
Mexicantown,Fine Dining,Sun,0.0,Minimal,2.4,Minimal,8.4,Minimal,0.3,Minimal
Mexicantown,Upscale Casual,Mon,0.4,Minimal,5.0,Minimal,8.3,Minimal,0.5,Minimal
Mexicantown,Upscale Casual,Tue,0.7,Minimal,7.6,Minimal,12.7,Minimal,0.8,Minimal
Mexicantown,Upscale Casual,Wed,1.0,Minimal,11.1,Minimal,19.7,Minimal,1.5,Minimal
Mexicantown,Upscale Casual,Thu,1.6,Minimal,15.8,Minimal,29.6,Light,3.1,Minimal
Mexicantown,Upscale Casual,Fri,2.2,Minimal,17.2,Minimal,41.0,Moderate,6.3,Minimal
Mexicantown,Upscale Casual,Sat,3.9,Minimal,26.7,Light,40.6,Moderate,5.6,Minimal
Mexicantown,Upscale Casual,Sun,1.6,Minimal,13.0,Minimal,18.4,Minimal,0.8,Minimal
Mexicantown,Casual Dining,Mon,1.3,Minimal,11.0,Minimal,13.0,Minimal,0.9,Minimal
Mexicantown,Casual Dining,Tue,1.4,Minimal,12.1,Minimal,14.3,Minimal,1.0,Minimal
Mexicantown,Casual Dining,Wed,1.7,Minimal,14.2,Minimal,18.0,Minimal,1.4,Minimal
Mexicantown,Casual Dining,Thu,2.2,Minimal,17.3,Minimal,23.2,Light,2.3,Minimal
Mexicantown,Casual Dining,Fri,3.0,Minimal,20.5,Light,31.2,Light,4.3,Minimal
Mexicantown,Casual Dining,Sat,3.3,Minimal,26.5,Light,32.3,Light,4.1,Minimal
Mexicantown,Casual Dining,Sun,2.4,Minimal,21.8,Light,24.3,Light,1.2,Minimal
Mexicantown,Fast Casual,Mon,4.0,Minimal,30.4,Light,10.7,Minimal,0.0,Minimal
Mexicantown,Fast Casual,Tue,4.3,Minimal,32.2,Light,11.3,Minimal,0.0,Minimal
Mexicantown,Fast Casual,Wed,4.7,Minimal,35.0,Light,12.3,Minimal,0.0,Minimal
Mexicantown,Fast Casual,Thu,4.7,Minimal,33.0,Light,14.6,Minimal,0.0,Minimal
Mexicantown,Fast Casual,Fri,5.0,Minimal,35.0,Light,15.5,Minimal,0.0,Minimal
Mexicantown,Fast Casual,Sat,3.1,Minimal,26.2,Light,14.9,Minimal,0.0,Minimal
Mexicantown,Fast Casual,Sun,2.4,Minimal,19.9,Minimal,11.4,Minimal,0.0,Minimal
Mexicantown,Coffee Shop,Mon,16.8,Minimal,17.4,Minimal,2.9,Minimal,0.0,Minimal
Mexicantown,Coffee Shop,Tue,17.4,Minimal,17.9,Minimal,3.0,Minimal,0.0,Minimal
Mexicantown,Coffee Shop,Wed,18.8,Minimal,19.4,Minimal,3.3,Minimal,0.0,Minimal
Mexicantown,Coffee Shop,Thu,18.2,Minimal,19.4,Minimal,4.3,Minimal,0.0,Minimal
Mexicantown,Coffee Shop,Fri,18.0,Minimal,20.3,Light,6.2,Minimal,0.0,Minimal
Mexicantown,Coffee Shop,Sat,13.0,Minimal,19.6,Minimal,5.6,Minimal,0.0,Minimal
Mexicantown,Coffee Shop,Sun,9.3,Minimal,16.2,Minimal,4.3,Minimal,0.0,Minimal
Mexicantown,Breakfast / Brunch Cafe,Mon,7.6,Minimal,10.8,Minimal,0.5,Minimal,0.0,Minimal
Mexicantown,Breakfast / Brunch Cafe,Tue,7.6,Minimal,10.8,Minimal,0.5,Minimal,0.0,Minimal
Mexicantown,Breakfast / Brunch Cafe,Wed,8.5,Minimal,12.1,Minimal,0.5,Minimal,0.0,Minimal
Mexicantown,Breakfast / Brunch Cafe,Thu,10.2,Minimal,15.7,Minimal,1.4,Minimal,0.0,Minimal
Mexicantown,Breakfast / Brunch Cafe,Fri,13.0,Minimal,22.7,Light,2.8,Minimal,0.0,Minimal
Mexicantown,Breakfast / Brunch Cafe,Sat,18.6,Minimal,51.7,Moderate,3.4,Minimal,0.0,Minimal
Mexicantown,Breakfast / Brunch Cafe,Sun,16.4,Minimal,52.9,Moderate,2.4,Minimal,0.0,Minimal
Mexicantown,Sports Bar,Mon,0.0,Minimal,7.8,Minimal,15.3,Minimal,3.2,Minimal
Mexicantown,Sports Bar,Tue,0.0,Minimal,7.6,Minimal,14.4,Minimal,2.9,Minimal
Mexicantown,Sports Bar,Wed,0.0,Minimal,8.7,Minimal,16.5,Minimal,3.3,Minimal
Mexicantown,Sports Bar,Thu,0.0,Minimal,9.8,Minimal,22.1,Light,5.2,Minimal
Mexicantown,Sports Bar,Fri,0.0,Minimal,14.0,Minimal,24.5,Light,13.5,Minimal
Mexicantown,Sports Bar,Sat,0.0,Minimal,19.8,Minimal,27.0,Light,13.9,Minimal
Mexicantown,Sports Bar,Sun,0.0,Minimal,15.1,Minimal,25.6,Light,5.3,Minimal
Mexicantown,Cocktail Lounge,Mon,0.0,Minimal,0.3,Minimal,2.3,Minimal,1.2,Minimal
Mexicantown,Cocktail Lounge,Tue,0.0,Minimal,0.5,Minimal,4.0,Minimal,2.1,Minimal
Mexicantown,Cocktail Lounge,Wed,0.0,Minimal,1.1,Minimal,9.6,Minimal,5.1,Minimal
Mexicantown,Cocktail Lounge,Thu,0.0,Minimal,3.2,Minimal,25.3,Light,15.1,Minimal
Mexicantown,Cocktail Lounge,Fri,0.0,Minimal,3.1,Minimal,37.6,Light,27.7,Light
Mexicantown,Cocktail Lounge,Sat,0.0,Minimal,3.2,Minimal,38.1,Light,28.0,Light
Mexicantown,Cocktail Lounge,Sun,0.0,Minimal,0.9,Minimal,7.5,Minimal,3.9,Minimal
Foxtown / Stadium District,Fine Dining,Mon,0.0,Minimal,1.9,Minimal,8.6,Minimal,1.0,Minimal
Foxtown / Stadium District,Fine Dining,Tue,0.0,Minimal,4.3,Minimal,17.6,Minimal,2.2,Minimal
Foxtown / Stadium District,Fine Dining,Wed,0.0,Minimal,8.4,Minimal,34.2,Light,4.3,Minimal
Foxtown / Stadium District,Fine Dining,Thu,0.0,Minimal,15.4,Minimal,66.9,High,12.8,Minimal
Foxtown / Stadium District,Fine Dining,Fri,0.0,Minimal,16.2,Minimal,89.9,Peak,30.1,Light
Foxtown / Stadium District,Fine Dining,Sat,0.0,Minimal,17.6,Minimal,97.5,Peak,32.6,Light
Foxtown / Stadium District,Fine Dining,Sun,0.0,Minimal,2.4,Minimal,11.5,Minimal,1.0,Minimal
Foxtown / Stadium District,Upscale Casual,Mon,0.6,Minimal,6.0,Minimal,13.4,Minimal,1.8,Minimal
Foxtown / Stadium District,Upscale Casual,Tue,1.0,Minimal,9.6,Minimal,21.5,Light,2.9,Minimal
Foxtown / Stadium District,Upscale Casual,Wed,1.6,Minimal,13.9,Minimal,33.2,Light,5.8,Minimal
Foxtown / Stadium District,Upscale Casual,Thu,2.4,Minimal,19.7,Minimal,49.6,Moderate,11.8,Minimal
Foxtown / Stadium District,Upscale Casual,Fri,3.3,Minimal,20.8,Light,66.6,High,23.7,Light
Foxtown / Stadium District,Upscale Casual,Sat,5.6,Minimal,30.0,Light,61.3,Moderate,19.4,Minimal
Foxtown / Stadium District,Upscale Casual,Sun,2.0,Minimal,12.7,Minimal,24.1,Light,2.5,Minimal
Foxtown / Stadium District,Casual Dining,Mon,1.9,Minimal,13.2,Minimal,20.9,Light,3.4,Minimal
Foxtown / Stadium District,Casual Dining,Tue,2.3,Minimal,15.5,Minimal,24.5,Light,4.0,Minimal
Foxtown / Stadium District,Casual Dining,Wed,2.8,Minimal,18.1,Minimal,30.8,Light,5.6,Minimal
Foxtown / Stadium District,Casual Dining,Thu,3.6,Minimal,22.1,Light,39.9,Light,9.0,Minimal
Foxtown / Stadium District,Casual Dining,Fri,4.7,Minimal,25.2,Light,51.5,Moderate,16.3,Minimal
Foxtown / Stadium District,Casual Dining,Sat,4.6,Minimal,29.0,Light,47.6,Moderate,13.8,Minimal
Foxtown / Stadium District,Casual Dining,Sun,2.8,Minimal,20.2,Light,30.3,Light,3.5,Minimal
Foxtown / Stadium District,Fast Casual,Mon,6.1,Minimal,36.5,Light,17.3,Minimal,0.0,Minimal
Foxtown / Stadium District,Fast Casual,Tue,7.0,Minimal,41.9,Moderate,19.9,Minimal,0.0,Minimal
Foxtown / Stadium District,Fast Casual,Wed,7.7,Minimal,45.7,Moderate,21.7,Light,0.0,Minimal
Foxtown / Stadium District,Fast Casual,Thu,7.8,Minimal,43.3,Moderate,25.8,Light,0.0,Minimal
Foxtown / Stadium District,Fast Casual,Fri,7.8,Minimal,43.5,Moderate,25.8,Light,0.0,Minimal
Foxtown / Stadium District,Fast Casual,Sat,4.2,Minimal,27.7,Light,21.2,Light,0.0,Minimal
Foxtown / Stadium District,Fast Casual,Sun,2.4,Minimal,16.2,Minimal,12.4,Minimal,0.0,Minimal
Foxtown / Stadium District,Coffee Shop,Mon,25.5,Light,20.8,Light,4.7,Minimal,0.0,Minimal
Foxtown / Stadium District,Coffee Shop,Tue,28.3,Light,23.1,Light,5.2,Minimal,0.0,Minimal
Foxtown / Stadium District,Coffee Shop,Wed,30.8,Light,25.1,Light,5.7,Minimal,0.0,Minimal
Foxtown / Stadium District,Coffee Shop,Thu,30.0,Light,25.3,Light,7.6,Minimal,0.0,Minimal
Foxtown / Stadium District,Coffee Shop,Fri,28.2,Light,25.1,Light,10.4,Minimal,0.0,Minimal
Foxtown / Stadium District,Coffee Shop,Sat,17.4,Minimal,20.8,Light,8.0,Minimal,0.0,Minimal
Foxtown / Stadium District,Coffee Shop,Sun,9.8,Minimal,13.4,Minimal,4.8,Minimal,0.0,Minimal
Foxtown / Stadium District,Breakfast / Brunch Cafe,Mon,11.4,Minimal,12.8,Minimal,0.8,Minimal,0.0,Minimal
Foxtown / Stadium District,Breakfast / Brunch Cafe,Tue,11.9,Minimal,13.3,Minimal,0.8,Minimal,0.0,Minimal
Foxtown / Stadium District,Breakfast / Brunch Cafe,Wed,13.3,Minimal,14.9,Minimal,0.9,Minimal,0.0,Minimal
Foxtown / Stadium District,Breakfast / Brunch Cafe,Thu,15.9,Minimal,19.4,Minimal,2.3,Minimal,0.0,Minimal
Foxtown / Stadium District,Breakfast / Brunch Cafe,Fri,19.8,Minimal,27.4,Light,4.6,Minimal,0.0,Minimal
Foxtown / Stadium District,Breakfast / Brunch Cafe,Sat,26.8,Light,58.8,Moderate,5.2,Minimal,0.0,Minimal
Foxtown / Stadium District,Breakfast / Brunch Cafe,Sun,22.1,Light,56.5,Moderate,3.5,Minimal,0.0,Minimal
Foxtown / Stadium District,Sports Bar,Mon,0.0,Minimal,9.2,Minimal,24.5,Light,11.8,Minimal
Foxtown / Stadium District,Sports Bar,Tue,0.0,Minimal,9.3,Minimal,23.8,Light,11.0,Minimal
Foxtown / Stadium District,Sports Bar,Wed,0.0,Minimal,10.6,Minimal,27.2,Light,12.5,Minimal
Foxtown / Stadium District,Sports Bar,Thu,0.0,Minimal,12.0,Minimal,36.3,Light,19.7,Minimal
Foxtown / Stadium District,Sports Bar,Fri,0.0,Minimal,16.8,Minimal,39.6,Light,50.0,Moderate
Foxtown / Stadium District,Sports Bar,Sat,0.0,Minimal,22.6,Light,41.5,Moderate,48.9,Moderate
Foxtown / Stadium District,Sports Bar,Sun,0.0,Minimal,16.0,Minimal,36.6,Light,17.5,Minimal
Foxtown / Stadium District,Cocktail Lounge,Mon,0.0,Minimal,0.3,Minimal,3.6,Minimal,4.3,Minimal
Foxtown / Stadium District,Cocktail Lounge,Tue,0.0,Minimal,0.6,Minimal,6.6,Minimal,7.9,Minimal
Foxtown / Stadium District,Cocktail Lounge,Wed,0.0,Minimal,1.4,Minimal,15.6,Minimal,18.8,Minimal
Foxtown / Stadium District,Cocktail Lounge,Thu,0.0,Minimal,3.8,Minimal,40.9,Moderate,56.1,Moderate
Foxtown / Stadium District,Cocktail Lounge,Fri,0.0,Minimal,3.4,Minimal,54.6,Moderate,92.1,Peak
Foxtown / Stadium District,Cocktail Lounge,Sat,0.0,Minimal,3.4,Minimal,54.6,Moderate,92.1,Peak
Foxtown / Stadium District,Cocktail Lounge,Sun,0.0,Minimal,0.9,Minimal,10.9,Minimal,13.1,Minimal
Southwest Detroit,Fine Dining,Mon,0.0,Minimal,1.5,Minimal,5.1,Minimal,0.3,Minimal
Southwest Detroit,Fine Dining,Tue,0.0,Minimal,3.3,Minimal,10.1,Minimal,0.5,Minimal
Southwest Detroit,Fine Dining,Wed,0.0,Minimal,6.6,Minimal,19.9,Minimal,1.1,Minimal
Southwest Detroit,Fine Dining,Thu,0.0,Minimal,12.1,Minimal,39.0,Light,3.3,Minimal
Southwest Detroit,Fine Dining,Fri,0.0,Minimal,12.9,Minimal,53.1,Moderate,7.7,Minimal
Southwest Detroit,Fine Dining,Sat,0.0,Minimal,14.5,Minimal,59.6,Moderate,8.7,Minimal
Southwest Detroit,Fine Dining,Sun,0.0,Minimal,2.3,Minimal,8.0,Minimal,0.3,Minimal
Southwest Detroit,Upscale Casual,Mon,0.4,Minimal,4.7,Minimal,7.9,Minimal,0.5,Minimal
Southwest Detroit,Upscale Casual,Tue,0.6,Minimal,7.2,Minimal,12.0,Minimal,0.7,Minimal
Southwest Detroit,Upscale Casual,Wed,1.0,Minimal,10.6,Minimal,18.7,Minimal,1.4,Minimal
Southwest Detroit,Upscale Casual,Thu,1.5,Minimal,15.0,Minimal,28.1,Light,2.9,Minimal
Southwest Detroit,Upscale Casual,Fri,2.0,Minimal,16.4,Minimal,38.9,Light,6.0,Minimal
Southwest Detroit,Upscale Casual,Sat,3.7,Minimal,25.3,Light,38.5,Light,5.3,Minimal
Southwest Detroit,Upscale Casual,Sun,1.6,Minimal,12.4,Minimal,17.5,Minimal,0.8,Minimal
Southwest Detroit,Casual Dining,Mon,1.2,Minimal,10.4,Minimal,12.3,Minimal,0.9,Minimal
Southwest Detroit,Casual Dining,Tue,1.3,Minimal,11.5,Minimal,13.6,Minimal,1.0,Minimal
Southwest Detroit,Casual Dining,Wed,1.6,Minimal,13.5,Minimal,17.0,Minimal,1.3,Minimal
Southwest Detroit,Casual Dining,Thu,2.1,Minimal,16.4,Minimal,22.0,Light,2.2,Minimal
Southwest Detroit,Casual Dining,Fri,2.9,Minimal,19.5,Minimal,29.6,Light,4.1,Minimal
Southwest Detroit,Casual Dining,Sat,3.2,Minimal,25.1,Light,30.7,Light,3.9,Minimal
Southwest Detroit,Casual Dining,Sun,2.3,Minimal,20.7,Light,23.1,Light,1.2,Minimal
Southwest Detroit,Fast Casual,Mon,3.8,Minimal,28.8,Light,10.2,Minimal,0.0,Minimal
Southwest Detroit,Fast Casual,Tue,4.1,Minimal,30.6,Light,10.8,Minimal,0.0,Minimal
Southwest Detroit,Fast Casual,Wed,4.4,Minimal,33.2,Light,11.7,Minimal,0.0,Minimal
Southwest Detroit,Fast Casual,Thu,4.5,Minimal,31.3,Light,13.8,Minimal,0.0,Minimal
Southwest Detroit,Fast Casual,Fri,4.7,Minimal,33.2,Light,14.7,Minimal,0.0,Minimal
Southwest Detroit,Fast Casual,Sat,3.0,Minimal,24.9,Light,14.2,Minimal,0.0,Minimal
Southwest Detroit,Fast Casual,Sun,2.3,Minimal,18.9,Minimal,10.8,Minimal,0.0,Minimal
Southwest Detroit,Coffee Shop,Mon,16.0,Minimal,16.5,Minimal,2.8,Minimal,0.0,Minimal
Southwest Detroit,Coffee Shop,Tue,16.5,Minimal,17.0,Minimal,2.8,Minimal,0.0,Minimal
Southwest Detroit,Coffee Shop,Wed,17.9,Minimal,18.4,Minimal,3.1,Minimal,0.0,Minimal
Southwest Detroit,Coffee Shop,Thu,17.3,Minimal,18.4,Minimal,4.1,Minimal,0.0,Minimal
Southwest Detroit,Coffee Shop,Fri,17.1,Minimal,19.3,Minimal,5.9,Minimal,0.0,Minimal
Southwest Detroit,Coffee Shop,Sat,12.3,Minimal,18.6,Minimal,5.3,Minimal,0.0,Minimal
Southwest Detroit,Coffee Shop,Sun,8.8,Minimal,15.4,Minimal,4.1,Minimal,0.0,Minimal
Southwest Detroit,Breakfast / Brunch Cafe,Mon,7.2,Minimal,10.2,Minimal,0.5,Minimal,0.0,Minimal
Southwest Detroit,Breakfast / Brunch Cafe,Tue,7.2,Minimal,10.2,Minimal,0.5,Minimal,0.0,Minimal
Southwest Detroit,Breakfast / Brunch Cafe,Wed,8.1,Minimal,11.4,Minimal,0.5,Minimal,0.0,Minimal
Southwest Detroit,Breakfast / Brunch Cafe,Thu,9.7,Minimal,14.9,Minimal,1.3,Minimal,0.0,Minimal
Southwest Detroit,Breakfast / Brunch Cafe,Fri,12.4,Minimal,21.6,Light,2.7,Minimal,0.0,Minimal
Southwest Detroit,Breakfast / Brunch Cafe,Sat,17.7,Minimal,49.1,Moderate,3.2,Minimal,0.0,Minimal
Southwest Detroit,Breakfast / Brunch Cafe,Sun,15.6,Minimal,50.2,Moderate,2.3,Minimal,0.0,Minimal
Southwest Detroit,Sports Bar,Mon,0.0,Minimal,7.4,Minimal,14.6,Minimal,3.1,Minimal
Southwest Detroit,Sports Bar,Tue,0.0,Minimal,7.2,Minimal,13.7,Minimal,2.8,Minimal
Southwest Detroit,Sports Bar,Wed,0.0,Minimal,8.2,Minimal,15.6,Minimal,3.1,Minimal
Southwest Detroit,Sports Bar,Thu,0.0,Minimal,9.3,Minimal,20.9,Light,5.0,Minimal
Southwest Detroit,Sports Bar,Fri,0.0,Minimal,13.3,Minimal,23.3,Light,12.8,Minimal
Southwest Detroit,Sports Bar,Sat,0.0,Minimal,18.8,Minimal,25.7,Light,13.2,Minimal
Southwest Detroit,Sports Bar,Sun,0.0,Minimal,14.3,Minimal,24.3,Light,5.1,Minimal
Southwest Detroit,Cocktail Lounge,Mon,0.0,Minimal,0.2,Minimal,2.1,Minimal,1.1,Minimal
Southwest Detroit,Cocktail Lounge,Tue,0.0,Minimal,0.4,Minimal,3.8,Minimal,2.0,Minimal
Southwest Detroit,Cocktail Lounge,Wed,0.0,Minimal,1.1,Minimal,9.1,Minimal,4.8,Minimal
Southwest Detroit,Cocktail Lounge,Thu,0.0,Minimal,3.0,Minimal,24.0,Light,14.4,Minimal
Southwest Detroit,Cocktail Lounge,Fri,0.0,Minimal,3.0,Minimal,35.7,Light,26.2,Light
Southwest Detroit,Cocktail Lounge,Sat,0.0,Minimal,3.0,Minimal,36.2,Light,26.6,Light
Southwest Detroit,Cocktail Lounge,Sun,0.0,Minimal,0.8,Minimal,7.1,Minimal,3.7,Minimal
Downtown Detroit (Core),Fine Dining,Mon,0.0,Minimal,2.3,Minimal,6.6,Minimal,0.5,Minimal
Downtown Detroit (Core),Fine Dining,Tue,0.0,Minimal,5.3,Minimal,13.6,Minimal,1.0,Minimal
Downtown Detroit (Core),Fine Dining,Wed,0.0,Minimal,10.4,Minimal,26.5,Light,1.9,Minimal
Downtown Detroit (Core),Fine Dining,Thu,0.0,Minimal,19.0,Minimal,51.8,Moderate,5.7,Minimal
Downtown Detroit (Core),Fine Dining,Fri,0.0,Minimal,20.1,Light,69.6,High,13.4,Minimal
Downtown Detroit (Core),Fine Dining,Sat,0.0,Minimal,21.8,Light,75.4,High,14.5,Minimal
Downtown Detroit (Core),Fine Dining,Sun,0.0,Minimal,3.0,Minimal,8.9,Minimal,0.5,Minimal
Downtown Detroit (Core),Upscale Casual,Mon,0.7,Minimal,7.4,Minimal,10.4,Minimal,0.8,Minimal
Downtown Detroit (Core),Upscale Casual,Tue,1.1,Minimal,11.8,Minimal,16.6,Minimal,1.3,Minimal
Downtown Detroit (Core),Upscale Casual,Wed,1.7,Minimal,17.2,Minimal,25.7,Light,2.6,Minimal
Downtown Detroit (Core),Upscale Casual,Thu,2.6,Minimal,24.4,Light,38.4,Light,5.2,Minimal
Downtown Detroit (Core),Upscale Casual,Fri,3.5,Minimal,25.8,Light,51.6,Moderate,10.5,Minimal
Downtown Detroit (Core),Upscale Casual,Sat,5.9,Minimal,37.1,Light,47.4,Moderate,8.6,Minimal
Downtown Detroit (Core),Upscale Casual,Sun,2.1,Minimal,15.6,Minimal,18.6,Minimal,1.1,Minimal
Downtown Detroit (Core),Casual Dining,Mon,2.1,Minimal,16.3,Minimal,16.1,Minimal,1.5,Minimal
Downtown Detroit (Core),Casual Dining,Tue,2.4,Minimal,19.2,Minimal,19.0,Minimal,1.8,Minimal
Downtown Detroit (Core),Casual Dining,Wed,3.0,Minimal,22.4,Light,23.9,Light,2.5,Minimal
Downtown Detroit (Core),Casual Dining,Thu,3.9,Minimal,27.3,Light,30.9,Light,4.0,Minimal
Downtown Detroit (Core),Casual Dining,Fri,5.0,Minimal,31.1,Light,39.8,Light,7.3,Minimal
Downtown Detroit (Core),Casual Dining,Sat,4.9,Minimal,35.8,Light,36.8,Light,6.1,Minimal
Downtown Detroit (Core),Casual Dining,Sun,3.0,Minimal,25.0,Light,23.5,Light,1.6,Minimal
Downtown Detroit (Core),Fast Casual,Mon,6.5,Minimal,45.1,Moderate,13.4,Minimal,0.0,Minimal
Downtown Detroit (Core),Fast Casual,Tue,7.5,Minimal,51.8,Moderate,15.4,Minimal,0.0,Minimal
Downtown Detroit (Core),Fast Casual,Wed,8.2,Minimal,56.5,Moderate,16.8,Minimal,0.0,Minimal
Downtown Detroit (Core),Fast Casual,Thu,8.3,Minimal,53.6,Moderate,20.0,Light,0.0,Minimal
Downtown Detroit (Core),Fast Casual,Fri,8.3,Minimal,53.7,Moderate,20.0,Light,0.0,Minimal
Downtown Detroit (Core),Fast Casual,Sat,4.5,Minimal,34.2,Light,16.4,Minimal,0.0,Minimal
Downtown Detroit (Core),Fast Casual,Sun,2.6,Minimal,20.0,Light,9.6,Minimal,0.0,Minimal
Downtown Detroit (Core),Coffee Shop,Mon,27.2,Light,25.7,Light,3.6,Minimal,0.0,Minimal
Downtown Detroit (Core),Coffee Shop,Tue,30.2,Light,28.5,Light,4.0,Minimal,0.0,Minimal
Downtown Detroit (Core),Coffee Shop,Wed,32.9,Light,31.1,Light,4.4,Minimal,0.0,Minimal
Downtown Detroit (Core),Coffee Shop,Thu,32.0,Light,31.3,Light,5.9,Minimal,0.0,Minimal
Downtown Detroit (Core),Coffee Shop,Fri,30.1,Light,31.0,Light,8.0,Minimal,0.0,Minimal
Downtown Detroit (Core),Coffee Shop,Sat,18.6,Minimal,25.8,Light,6.2,Minimal,0.0,Minimal
Downtown Detroit (Core),Coffee Shop,Sun,10.4,Minimal,16.6,Minimal,3.7,Minimal,0.0,Minimal
Downtown Detroit (Core),Breakfast / Brunch Cafe,Mon,12.2,Minimal,15.8,Minimal,0.6,Minimal,0.0,Minimal
Downtown Detroit (Core),Breakfast / Brunch Cafe,Tue,12.7,Minimal,16.5,Minimal,0.6,Minimal,0.0,Minimal
Downtown Detroit (Core),Breakfast / Brunch Cafe,Wed,14.2,Minimal,18.5,Minimal,0.7,Minimal,0.0,Minimal
Downtown Detroit (Core),Breakfast / Brunch Cafe,Thu,17.0,Minimal,24.0,Light,1.7,Minimal,0.0,Minimal
Downtown Detroit (Core),Breakfast / Brunch Cafe,Fri,21.2,Light,33.9,Light,3.5,Minimal,0.0,Minimal
Downtown Detroit (Core),Breakfast / Brunch Cafe,Sat,28.6,Light,72.7,High,4.0,Minimal,0.0,Minimal
Downtown Detroit (Core),Breakfast / Brunch Cafe,Sun,23.6,Light,69.8,High,2.7,Minimal,0.0,Minimal
Downtown Detroit (Core),Sports Bar,Mon,0.0,Minimal,11.4,Minimal,19.0,Minimal,5.2,Minimal
Downtown Detroit (Core),Sports Bar,Tue,0.0,Minimal,11.5,Minimal,18.4,Minimal,4.9,Minimal
Downtown Detroit (Core),Sports Bar,Wed,0.0,Minimal,13.1,Minimal,21.0,Light,5.6,Minimal
Downtown Detroit (Core),Sports Bar,Thu,0.0,Minimal,14.9,Minimal,28.1,Light,8.8,Minimal
Downtown Detroit (Core),Sports Bar,Fri,0.0,Minimal,20.7,Light,30.6,Light,22.3,Light
Downtown Detroit (Core),Sports Bar,Sat,0.0,Minimal,27.9,Light,32.1,Light,21.8,Light
