# ForeShift Detroit - BASE DEMAND LAYER (v8)
# IMPORTANT: These are BASE scores only - BEFORE the event and weather layers.
# Final demand shown to an operator = base_score + event lift + weather adjustment,
# computed at query time in the application. Do NOT treat base_score as final demand.
# Event lift (additive) and weather (multiplicative) are applied in-app; this file is the fixed floor.
# Grain: one row per zone x concept x day x daypart. 13 zones x 9 concepts x 7 days x 4 dayparts = 3,276 rows.
# Bands: Exceptional 110-150, Peak 85-109, High 65-84, Moderate 40-64, Light 20-39, Minimal 0-19.
# Closed dayparts score 0 (Minimal) by design. CONFIDENTIAL - ForeShift LLC.
zone,concept,day,daypart,window,base_score,base_band
Riverfront / RiverWalk,Coffee Shop,Thu,morning,06:00-11:00,24.2,Light
Riverfront / RiverWalk,Coffee Shop,Thu,midday,11:00-16:00,25.8,Light
Riverfront / RiverWalk,Coffee Shop,Thu,dinner,16:00-21:00,4.2,Minimal
Riverfront / RiverWalk,Coffee Shop,Thu,late,21:00-02:00,0.0,Minimal
Riverfront / RiverWalk,Coffee Shop,Fri,morning,06:00-11:00,25.8,Light
Riverfront / RiverWalk,Coffee Shop,Fri,midday,11:00-16:00,29.0,Light
Riverfront / RiverWalk,Coffee Shop,Fri,dinner,16:00-21:00,6.6,Minimal
Riverfront / RiverWalk,Coffee Shop,Fri,late,21:00-02:00,0.0,Minimal
Riverfront / RiverWalk,Coffee Shop,Sat,morning,06:00-11:00,19.8,Minimal
Riverfront / RiverWalk,Coffee Shop,Sat,midday,11:00-16:00,30.0,Light
Riverfront / RiverWalk,Coffee Shop,Sat,dinner,16:00-21:00,6.3,Minimal
Riverfront / RiverWalk,Coffee Shop,Sat,late,21:00-02:00,0.0,Minimal
Riverfront / RiverWalk,Coffee Shop,Sun,morning,06:00-11:00,15.2,Minimal
Riverfront / RiverWalk,Coffee Shop,Sun,midday,11:00-16:00,26.5,Light
Riverfront / RiverWalk,Coffee Shop,Sun,dinner,16:00-21:00,5.2,Minimal
Riverfront / RiverWalk,Coffee Shop,Sun,late,21:00-02:00,0.0,Minimal
Riverfront / RiverWalk,Breakfast / Brunch Cafe,Mon,morning,06:00-11:00,9.7,Minimal
Riverfront / RiverWalk,Breakfast / Brunch Cafe,Mon,midday,11:00-16:00,13.8,Minimal
Riverfront / RiverWalk,Breakfast / Brunch Cafe,Mon,dinner,16:00-21:00,0.5,Minimal
Riverfront / RiverWalk,Breakfast / Brunch Cafe,Mon,late,21:00-02:00,0.0,Minimal
Riverfront / RiverWalk,Breakfast / Brunch Cafe,Tue,morning,06:00-11:00,10.0,Minimal
Riverfront / RiverWalk,Breakfast / Brunch Cafe,Tue,midday,11:00-16:00,14.2,Minimal
Riverfront / RiverWalk,Breakfast / Brunch Cafe,Tue,dinner,16:00-21:00,0.5,Minimal
Riverfront / RiverWalk,Breakfast / Brunch Cafe,Tue,late,21:00-02:00,0.0,Minimal
Riverfront / RiverWalk,Breakfast / Brunch Cafe,Wed,morning,06:00-11:00,11.3,Minimal
Riverfront / RiverWalk,Breakfast / Brunch Cafe,Wed,midday,11:00-16:00,16.1,Minimal
Riverfront / RiverWalk,Breakfast / Brunch Cafe,Wed,dinner,16:00-21:00,0.5,Minimal
Riverfront / RiverWalk,Breakfast / Brunch Cafe,Wed,late,21:00-02:00,0.0,Minimal
Riverfront / RiverWalk,Breakfast / Brunch Cafe,Thu,morning,06:00-11:00,13.9,Minimal
Riverfront / RiverWalk,Breakfast / Brunch Cafe,Thu,midday,11:00-16:00,21.4,Light
Riverfront / RiverWalk,Breakfast / Brunch Cafe,Thu,dinner,16:00-21:00,1.4,Minimal
Riverfront / RiverWalk,Breakfast / Brunch Cafe,Thu,late,21:00-02:00,0.0,Minimal
Riverfront / RiverWalk,Breakfast / Brunch Cafe,Fri,morning,06:00-11:00,18.4,Minimal
Riverfront / RiverWalk,Breakfast / Brunch Cafe,Fri,midday,11:00-16:00,32.1,Light
Riverfront / RiverWalk,Breakfast / Brunch Cafe,Fri,dinner,16:00-21:00,2.9,Minimal
Riverfront / RiverWalk,Breakfast / Brunch Cafe,Fri,late,21:00-02:00,0.0,Minimal
Riverfront / RiverWalk,Breakfast / Brunch Cafe,Sat,morning,06:00-11:00,26.9,Light
Riverfront / RiverWalk,Breakfast / Brunch Cafe,Sat,midday,11:00-16:00,74.8,High
Riverfront / RiverWalk,Breakfast / Brunch Cafe,Sat,dinner,16:00-21:00,3.6,Minimal
Riverfront / RiverWalk,Breakfast / Brunch Cafe,Sat,late,21:00-02:00,0.0,Minimal
Riverfront / RiverWalk,Breakfast / Brunch Cafe,Sun,morning,06:00-11:00,24.3,Light
Riverfront / RiverWalk,Breakfast / Brunch Cafe,Sun,midday,11:00-16:00,78.1,High
Riverfront / RiverWalk,Breakfast / Brunch Cafe,Sun,dinner,16:00-21:00,2.6,Minimal
Riverfront / RiverWalk,Breakfast / Brunch Cafe,Sun,late,21:00-02:00,0.0,Minimal
Riverfront / RiverWalk,Sports Bar,Mon,morning,06:00-11:00,0.0,Minimal
Riverfront / RiverWalk,Sports Bar,Mon,midday,11:00-16:00,10.2,Minimal
Riverfront / RiverWalk,Sports Bar,Mon,dinner,16:00-21:00,14.8,Minimal
Riverfront / RiverWalk,Sports Bar,Mon,late,21:00-02:00,3.3,Minimal
Riverfront / RiverWalk,Sports Bar,Tue,morning,06:00-11:00,0.0,Minimal
Riverfront / RiverWalk,Sports Bar,Tue,midday,11:00-16:00,10.1,Minimal
Riverfront / RiverWalk,Sports Bar,Tue,dinner,16:00-21:00,14.2,Minimal
Riverfront / RiverWalk,Sports Bar,Tue,late,21:00-02:00,3.0,Minimal
Riverfront / RiverWalk,Sports Bar,Wed,morning,06:00-11:00,0.0,Minimal
Riverfront / RiverWalk,Sports Bar,Wed,midday,11:00-16:00,11.7,Minimal
Riverfront / RiverWalk,Sports Bar,Wed,dinner,16:00-21:00,16.4,Minimal
Riverfront / RiverWalk,Sports Bar,Wed,late,21:00-02:00,3.5,Minimal
Riverfront / RiverWalk,Sports Bar,Thu,morning,06:00-11:00,0.0,Minimal
Riverfront / RiverWalk,Sports Bar,Thu,midday,11:00-16:00,13.5,Minimal
Riverfront / RiverWalk,Sports Bar,Thu,dinner,16:00-21:00,22.3,Light
Riverfront / RiverWalk,Sports Bar,Thu,late,21:00-02:00,5.6,Minimal
Riverfront / RiverWalk,Sports Bar,Fri,morning,06:00-11:00,0.0,Minimal
Riverfront / RiverWalk,Sports Bar,Fri,midday,11:00-16:00,19.7,Minimal
Riverfront / RiverWalk,Sports Bar,Fri,dinner,16:00-21:00,25.5,Light
Riverfront / RiverWalk,Sports Bar,Fri,late,21:00-02:00,14.8,Minimal
Riverfront / RiverWalk,Sports Bar,Sat,morning,06:00-11:00,0.0,Minimal
Riverfront / RiverWalk,Sports Bar,Sat,midday,11:00-16:00,28.5,Light
Riverfront / RiverWalk,Sports Bar,Sat,dinner,16:00-21:00,28.7,Light
Riverfront / RiverWalk,Sports Bar,Sat,late,21:00-02:00,15.5,Minimal
Riverfront / RiverWalk,Sports Bar,Sun,morning,06:00-11:00,0.0,Minimal
Riverfront / RiverWalk,Sports Bar,Sun,midday,11:00-16:00,22.3,Light
Riverfront / RiverWalk,Sports Bar,Sun,dinner,16:00-21:00,27.8,Light
Riverfront / RiverWalk,Sports Bar,Sun,late,21:00-02:00,6.1,Minimal
Riverfront / RiverWalk,Cocktail Lounge,Mon,morning,06:00-11:00,0.0,Minimal
Riverfront / RiverWalk,Cocktail Lounge,Mon,midday,11:00-16:00,0.3,Minimal
Riverfront / RiverWalk,Cocktail Lounge,Mon,dinner,16:00-21:00,2.1,Minimal
Riverfront / RiverWalk,Cocktail Lounge,Mon,late,21:00-02:00,1.2,Minimal
Riverfront / RiverWalk,Cocktail Lounge,Tue,morning,06:00-11:00,0.0,Minimal
Riverfront / RiverWalk,Cocktail Lounge,Tue,midday,11:00-16:00,0.6,Minimal
Riverfront / RiverWalk,Cocktail Lounge,Tue,dinner,16:00-21:00,4.0,Minimal
Riverfront / RiverWalk,Cocktail Lounge,Tue,late,21:00-02:00,2.2,Minimal
Riverfront / RiverWalk,Cocktail Lounge,Wed,morning,06:00-11:00,0.0,Minimal
Riverfront / RiverWalk,Cocktail Lounge,Wed,midday,11:00-16:00,1.5,Minimal
Riverfront / RiverWalk,Cocktail Lounge,Wed,dinner,16:00-21:00,9.6,Minimal
Riverfront / RiverWalk,Cocktail Lounge,Wed,late,21:00-02:00,5.3,Minimal
Riverfront / RiverWalk,Cocktail Lounge,Thu,morning,06:00-11:00,0.0,Minimal
Riverfront / RiverWalk,Cocktail Lounge,Thu,midday,11:00-16:00,4.4,Minimal
Riverfront / RiverWalk,Cocktail Lounge,Thu,dinner,16:00-21:00,25.9,Light
Riverfront / RiverWalk,Cocktail Lounge,Thu,late,21:00-02:00,16.3,Minimal
Riverfront / RiverWalk,Cocktail Lounge,Fri,morning,06:00-11:00,0.0,Minimal
Riverfront / RiverWalk,Cocktail Lounge,Fri,midday,11:00-16:00,4.4,Minimal
Riverfront / RiverWalk,Cocktail Lounge,Fri,dinner,16:00-21:00,38.9,Light
Riverfront / RiverWalk,Cocktail Lounge,Fri,late,21:00-02:00,30.2,Light
Riverfront / RiverWalk,Cocktail Lounge,Sat,morning,06:00-11:00,0.0,Minimal
Riverfront / RiverWalk,Cocktail Lounge,Sat,midday,11:00-16:00,4.5,Minimal
Riverfront / RiverWalk,Cocktail Lounge,Sat,dinner,16:00-21:00,39.8,Light
Riverfront / RiverWalk,Cocktail Lounge,Sat,late,21:00-02:00,30.9,Light
Riverfront / RiverWalk,Cocktail Lounge,Sun,morning,06:00-11:00,0.0,Minimal
Riverfront / RiverWalk,Cocktail Lounge,Sun,midday,11:00-16:00,1.3,Minimal
Riverfront / RiverWalk,Cocktail Lounge,Sun,dinner,16:00-21:00,8.1,Minimal
Riverfront / RiverWalk,Cocktail Lounge,Sun,late,21:00-02:00,4.5,Minimal
Core City / Woodbridge,Fine Dining,Mon,morning,06:00-11:00,0.0,Minimal
Core City / Woodbridge,Fine Dining,Mon,midday,11:00-16:00,1.0,Minimal
Core City / Woodbridge,Fine Dining,Mon,dinner,16:00-21:00,5.3,Minimal
Core City / Woodbridge,Fine Dining,Mon,late,21:00-02:00,0.5,Minimal
Core City / Woodbridge,Fine Dining,Tue,morning,06:00-11:00,0.0,Minimal
Core City / Woodbridge,Fine Dining,Tue,midday,11:00-16:00,2.3,Minimal
Core City / Woodbridge,Fine Dining,Tue,dinner,16:00-21:00,11.1,Minimal
Core City / Woodbridge,Fine Dining,Tue,late,21:00-02:00,1.0,Minimal
Core City / Woodbridge,Fine Dining,Wed,morning,06:00-11:00,0.0,Minimal
Core City / Woodbridge,Fine Dining,Wed,midday,11:00-16:00,4.6,Minimal
Core City / Woodbridge,Fine Dining,Wed,dinner,16:00-21:00,22.3,Light
Core City / Woodbridge,Fine Dining,Wed,late,21:00-02:00,2.0,Minimal
Core City / Woodbridge,Fine Dining,Thu,morning,06:00-11:00,0.0,Minimal
Core City / Woodbridge,Fine Dining,Thu,midday,11:00-16:00,8.6,Minimal
Core City / Woodbridge,Fine Dining,Thu,dinner,16:00-21:00,44.9,Moderate
Core City / Woodbridge,Fine Dining,Thu,late,21:00-02:00,6.2,Minimal
Core City / Woodbridge,Fine Dining,Fri,morning,06:00-11:00,0.0,Minimal
Core City / Woodbridge,Fine Dining,Fri,midday,11:00-16:00,9.2,Minimal
Core City / Woodbridge,Fine Dining,Fri,dinner,16:00-21:00,61.5,Moderate
Core City / Woodbridge,Fine Dining,Fri,late,21:00-02:00,14.8,Minimal
Core City / Woodbridge,Fine Dining,Sat,morning,06:00-11:00,0.0,Minimal
Core City / Woodbridge,Fine Dining,Sat,midday,11:00-16:00,10.6,Minimal
Core City / Woodbridge,Fine Dining,Sat,dinner,16:00-21:00,70.4,High
Core City / Woodbridge,Fine Dining,Sat,late,21:00-02:00,16.9,Minimal
Core City / Woodbridge,Fine Dining,Sun,morning,06:00-11:00,0.0,Minimal
Core City / Woodbridge,Fine Dining,Sun,midday,11:00-16:00,1.5,Minimal
Core City / Woodbridge,Fine Dining,Sun,dinner,16:00-21:00,8.7,Minimal
Core City / Woodbridge,Fine Dining,Sun,late,21:00-02:00,0.6,Minimal
Core City / Woodbridge,Upscale Casual,Mon,morning,06:00-11:00,0.3,Minimal
Core City / Woodbridge,Upscale Casual,Mon,midday,11:00-16:00,2.9,Minimal
Core City / Woodbridge,Upscale Casual,Mon,dinner,16:00-21:00,7.8,Minimal
Core City / Woodbridge,Upscale Casual,Mon,late,21:00-02:00,0.8,Minimal
Core City / Woodbridge,Upscale Casual,Tue,morning,06:00-11:00,0.5,Minimal
Core City / Woodbridge,Upscale Casual,Tue,midday,11:00-16:00,4.8,Minimal
Core City / Woodbridge,Upscale Casual,Tue,dinner,16:00-21:00,12.8,Minimal
Core City / Woodbridge,Upscale Casual,Tue,late,21:00-02:00,1.2,Minimal
Core City / Woodbridge,Upscale Casual,Wed,morning,06:00-11:00,0.8,Minimal
Core City / Woodbridge,Upscale Casual,Wed,midday,11:00-16:00,7.2,Minimal
Core City / Woodbridge,Upscale Casual,Wed,dinner,16:00-21:00,20.7,Light
Core City / Woodbridge,Upscale Casual,Wed,late,21:00-02:00,2.6,Minimal
Core City / Woodbridge,Upscale Casual,Thu,morning,06:00-11:00,1.3,Minimal
Core City / Woodbridge,Upscale Casual,Thu,midday,11:00-16:00,10.8,Minimal
Core City / Woodbridge,Upscale Casual,Thu,dinner,16:00-21:00,32.5,Light
Core City / Woodbridge,Upscale Casual,Thu,late,21:00-02:00,5.5,Minimal
Core City / Woodbridge,Upscale Casual,Fri,morning,06:00-11:00,1.9,Minimal
Core City / Woodbridge,Upscale Casual,Fri,midday,11:00-16:00,11.9,Minimal
Core City / Woodbridge,Upscale Casual,Fri,dinner,16:00-21:00,45.8,Moderate
Core City / Woodbridge,Upscale Casual,Fri,late,21:00-02:00,11.7,Minimal
Core City / Woodbridge,Upscale Casual,Sat,morning,06:00-11:00,3.6,Minimal
Core City / Woodbridge,Upscale Casual,Sat,midday,11:00-16:00,19.3,Minimal
Core City / Woodbridge,Upscale Casual,Sat,dinner,16:00-21:00,47.6,Moderate
Core City / Woodbridge,Upscale Casual,Sat,late,21:00-02:00,10.8,Minimal
Core City / Woodbridge,Upscale Casual,Sun,morning,06:00-11:00,1.3,Minimal
Core City / Woodbridge,Upscale Casual,Sun,midday,11:00-16:00,8.2,Minimal
Core City / Woodbridge,Upscale Casual,Sun,dinner,16:00-21:00,18.8,Minimal
Core City / Woodbridge,Upscale Casual,Sun,late,21:00-02:00,1.4,Minimal
Core City / Woodbridge,Casual Dining,Mon,morning,06:00-11:00,0.9,Minimal
Core City / Woodbridge,Casual Dining,Mon,midday,11:00-16:00,6.3,Minimal
Core City / Woodbridge,Casual Dining,Mon,dinner,16:00-21:00,11.9,Minimal
Core City / Woodbridge,Casual Dining,Mon,late,21:00-02:00,1.4,Minimal
Core City / Woodbridge,Casual Dining,Tue,morning,06:00-11:00,1.1,Minimal
Core City / Woodbridge,Casual Dining,Tue,midday,11:00-16:00,7.4,Minimal
Core City / Woodbridge,Casual Dining,Tue,dinner,16:00-21:00,14.1,Minimal
Core City / Woodbridge,Casual Dining,Tue,late,21:00-02:00,1.6,Minimal
Core City / Woodbridge,Casual Dining,Wed,morning,06:00-11:00,1.4,Minimal
Core City / Woodbridge,Casual Dining,Wed,midday,11:00-16:00,9.1,Minimal
Core City / Woodbridge,Casual Dining,Wed,dinner,16:00-21:00,18.6,Minimal
Core City / Woodbridge,Casual Dining,Wed,late,21:00-02:00,2.4,Minimal
Core City / Woodbridge,Casual Dining,Thu,morning,06:00-11:00,1.9,Minimal
Core City / Woodbridge,Casual Dining,Thu,midday,11:00-16:00,11.8,Minimal
Core City / Woodbridge,Casual Dining,Thu,dinner,16:00-21:00,25.7,Light
Core City / Woodbridge,Casual Dining,Thu,late,21:00-02:00,4.2,Minimal
Core City / Woodbridge,Casual Dining,Fri,morning,06:00-11:00,2.7,Minimal
Core City / Woodbridge,Casual Dining,Fri,midday,11:00-16:00,14.5,Minimal
Core City / Woodbridge,Casual Dining,Fri,dinner,16:00-21:00,35.6,Light
Core City / Woodbridge,Casual Dining,Fri,late,21:00-02:00,8.1,Minimal
Core City / Woodbridge,Casual Dining,Sat,morning,06:00-11:00,3.1,Minimal
Core City / Woodbridge,Casual Dining,Sat,midday,11:00-16:00,19.9,Minimal
Core City / Woodbridge,Casual Dining,Sat,dinner,16:00-21:00,39.3,Light
Core City / Woodbridge,Casual Dining,Sat,late,21:00-02:00,8.2,Minimal
Core City / Woodbridge,Casual Dining,Sun,morning,06:00-11:00,1.9,Minimal
Core City / Woodbridge,Casual Dining,Sun,midday,11:00-16:00,13.6,Minimal
Core City / Woodbridge,Casual Dining,Sun,dinner,16:00-21:00,24.6,Light
Core City / Woodbridge,Casual Dining,Sun,late,21:00-02:00,2.0,Minimal
Core City / Woodbridge,Fast Casual,Mon,morning,06:00-11:00,2.8,Minimal
Core City / Woodbridge,Fast Casual,Mon,midday,11:00-16:00,16.6,Minimal
Core City / Woodbridge,Fast Casual,Mon,dinner,16:00-21:00,9.5,Minimal
Core City / Woodbridge,Fast Casual,Mon,late,21:00-02:00,0.0,Minimal
Core City / Woodbridge,Fast Casual,Tue,morning,06:00-11:00,3.2,Minimal
Core City / Woodbridge,Fast Casual,Tue,midday,11:00-16:00,19.2,Minimal
Core City / Woodbridge,Fast Casual,Tue,dinner,16:00-21:00,10.9,Minimal
Core City / Woodbridge,Fast Casual,Tue,late,21:00-02:00,0.0,Minimal
Core City / Woodbridge,Fast Casual,Wed,morning,06:00-11:00,3.7,Minimal
Core City / Woodbridge,Fast Casual,Wed,midday,11:00-16:00,22.1,Light
Core City / Woodbridge,Fast Casual,Wed,dinner,16:00-21:00,12.6,Minimal
Core City / Woodbridge,Fast Casual,Wed,late,21:00-02:00,0.0,Minimal
Core City / Woodbridge,Fast Casual,Thu,morning,06:00-11:00,4.1,Minimal
Core City / Woodbridge,Fast Casual,Thu,midday,11:00-16:00,22.7,Light
Core City / Woodbridge,Fast Casual,Thu,dinner,16:00-21:00,16.3,Minimal
Core City / Woodbridge,Fast Casual,Thu,late,21:00-02:00,0.0,Minimal
Core City / Woodbridge,Fast Casual,Fri,morning,06:00-11:00,4.5,Minimal
Core City / Woodbridge,Fast Casual,Fri,midday,11:00-16:00,25.1,Light
Core City / Woodbridge,Fast Casual,Fri,dinner,16:00-21:00,17.9,Minimal
Core City / Woodbridge,Fast Casual,Fri,late,21:00-02:00,0.0,Minimal
Core City / Woodbridge,Fast Casual,Sat,morning,06:00-11:00,3.1,Minimal
Core City / Woodbridge,Fast Casual,Sat,midday,11:00-16:00,20.7,Light
Core City / Woodbridge,Fast Casual,Sat,dinner,16:00-21:00,19.1,Minimal
Core City / Woodbridge,Fast Casual,Sat,late,21:00-02:00,0.0,Minimal
Core City / Woodbridge,Fast Casual,Sun,morning,06:00-11:00,1.8,Minimal
Core City / Woodbridge,Fast Casual,Sun,midday,11:00-16:00,12.1,Minimal
Core City / Woodbridge,Fast Casual,Sun,dinner,16:00-21:00,11.1,Minimal
Core City / Woodbridge,Fast Casual,Sun,late,21:00-02:00,0.0,Minimal
Core City / Woodbridge,Coffee Shop,Mon,morning,06:00-11:00,11.8,Minimal
Core City / Woodbridge,Coffee Shop,Mon,midday,11:00-16:00,9.7,Minimal
Core City / Woodbridge,Coffee Shop,Mon,dinner,16:00-21:00,2.6,Minimal
Core City / Woodbridge,Coffee Shop,Mon,late,21:00-02:00,0.0,Minimal
Core City / Woodbridge,Coffee Shop,Tue,morning,06:00-11:00,13.1,Minimal
Core City / Woodbridge,Coffee Shop,Tue,midday,11:00-16:00,10.7,Minimal
Core City / Woodbridge,Coffee Shop,Tue,dinner,16:00-21:00,2.9,Minimal
Core City / Woodbridge,Coffee Shop,Tue,late,21:00-02:00,0.0,Minimal
Core City / Woodbridge,Coffee Shop,Wed,morning,06:00-11:00,15.0,Minimal
Core City / Woodbridge,Coffee Shop,Wed,midday,11:00-16:00,12.3,Minimal
Core City / Woodbridge,Coffee Shop,Wed,dinner,16:00-21:00,3.3,Minimal
Core City / Woodbridge,Coffee Shop,Wed,late,21:00-02:00,0.0,Minimal
Core City / Woodbridge,Coffee Shop,Thu,morning,06:00-11:00,15.7,Minimal
Core City / Woodbridge,Coffee Shop,Thu,midday,11:00-16:00,13.3,Minimal
Core City / Woodbridge,Coffee Shop,Thu,dinner,16:00-21:00,4.8,Minimal
Core City / Woodbridge,Coffee Shop,Thu,late,21:00-02:00,0.0,Minimal
Core City / Woodbridge,Coffee Shop,Fri,morning,06:00-11:00,16.2,Minimal
Core City / Woodbridge,Coffee Shop,Fri,midday,11:00-16:00,14.5,Minimal
Core City / Woodbridge,Coffee Shop,Fri,dinner,16:00-21:00,7.2,Minimal
Core City / Woodbridge,Coffee Shop,Fri,late,21:00-02:00,0.0,Minimal
Core City / Woodbridge,Coffee Shop,Sat,morning,06:00-11:00,12.8,Minimal
Core City / Woodbridge,Coffee Shop,Sat,midday,11:00-16:00,15.4,Minimal
Core City / Woodbridge,Coffee Shop,Sat,dinner,16:00-21:00,7.1,Minimal
Core City / Woodbridge,Coffee Shop,Sat,late,21:00-02:00,0.0,Minimal
Core City / Woodbridge,Coffee Shop,Sun,morning,06:00-11:00,7.1,Minimal
Core City / Woodbridge,Coffee Shop,Sun,midday,11:00-16:00,9.8,Minimal
Core City / Woodbridge,Coffee Shop,Sun,dinner,16:00-21:00,4.2,Minimal
Core City / Woodbridge,Coffee Shop,Sun,late,21:00-02:00,0.0,Minimal
Core City / Woodbridge,Breakfast / Brunch Cafe,Mon,morning,06:00-11:00,5.8,Minimal
Core City / Woodbridge,Breakfast / Brunch Cafe,Mon,midday,11:00-16:00,6.6,Minimal
Core City / Woodbridge,Breakfast / Brunch Cafe,Mon,dinner,16:00-21:00,0.5,Minimal
Core City / Woodbridge,Breakfast / Brunch Cafe,Mon,late,21:00-02:00,0.0,Minimal
Core City / Woodbridge,Breakfast / Brunch Cafe,Tue,morning,06:00-11:00,6.1,Minimal
Core City / Woodbridge,Breakfast / Brunch Cafe,Tue,midday,11:00-16:00,6.8,Minimal
Core City / Woodbridge,Breakfast / Brunch Cafe,Tue,dinner,16:00-21:00,0.5,Minimal
Core City / Woodbridge,Breakfast / Brunch Cafe,Tue,late,21:00-02:00,0.0,Minimal
Core City / Woodbridge,Breakfast / Brunch Cafe,Wed,morning,06:00-11:00,7.0,Minimal
Core City / Woodbridge,Breakfast / Brunch Cafe,Wed,midday,11:00-16:00,7.9,Minimal
Core City / Woodbridge,Breakfast / Brunch Cafe,Wed,dinner,16:00-21:00,0.6,Minimal
Core City / Woodbridge,Breakfast / Brunch Cafe,Wed,late,21:00-02:00,0.0,Minimal
Core City / Woodbridge,Breakfast / Brunch Cafe,Thu,morning,06:00-11:00,8.7,Minimal
Core City / Woodbridge,Breakfast / Brunch Cafe,Thu,midday,11:00-16:00,10.6,Minimal
Core City / Woodbridge,Breakfast / Brunch Cafe,Thu,dinner,16:00-21:00,1.5,Minimal
Core City / Woodbridge,Breakfast / Brunch Cafe,Thu,late,21:00-02:00,0.0,Minimal
Core City / Woodbridge,Breakfast / Brunch Cafe,Fri,morning,06:00-11:00,11.3,Minimal
Core City / Woodbridge,Breakfast / Brunch Cafe,Fri,midday,11:00-16:00,15.7,Minimal
Core City / Woodbridge,Breakfast / Brunch Cafe,Fri,dinner,16:00-21:00,3.1,Minimal
Core City / Woodbridge,Breakfast / Brunch Cafe,Fri,late,21:00-02:00,0.0,Minimal
Core City / Woodbridge,Breakfast / Brunch Cafe,Sat,morning,06:00-11:00,16.7,Minimal
Core City / Woodbridge,Breakfast / Brunch Cafe,Sat,midday,11:00-16:00,36.7,Light
Core City / Woodbridge,Breakfast / Brunch Cafe,Sat,dinner,16:00-21:00,3.9,Minimal
Core City / Woodbridge,Breakfast / Brunch Cafe,Sat,late,21:00-02:00,0.0,Minimal
Core City / Woodbridge,Breakfast / Brunch Cafe,Sun,morning,06:00-11:00,13.4,Minimal
Core City / Woodbridge,Breakfast / Brunch Cafe,Sun,midday,11:00-16:00,34.3,Light
Core City / Woodbridge,Breakfast / Brunch Cafe,Sun,dinner,16:00-21:00,2.6,Minimal
Core City / Woodbridge,Breakfast / Brunch Cafe,Sun,late,21:00-02:00,0.0,Minimal
Core City / Woodbridge,Sports Bar,Mon,morning,06:00-11:00,0.0,Minimal
Core City / Woodbridge,Sports Bar,Mon,midday,11:00-16:00,4.9,Minimal
Core City / Woodbridge,Sports Bar,Mon,dinner,16:00-21:00,15.6,Minimal
Core City / Woodbridge,Sports Bar,Mon,late,21:00-02:00,5.4,Minimal
Core City / Woodbridge,Sports Bar,Tue,morning,06:00-11:00,0.0,Minimal
Core City / Woodbridge,Sports Bar,Tue,midday,11:00-16:00,4.9,Minimal
Core City / Woodbridge,Sports Bar,Tue,dinner,16:00-21:00,15.0,Minimal
Core City / Woodbridge,Sports Bar,Tue,late,21:00-02:00,4.9,Minimal
Core City / Woodbridge,Sports Bar,Wed,morning,06:00-11:00,0.0,Minimal
Core City / Woodbridge,Sports Bar,Wed,midday,11:00-16:00,5.7,Minimal
Core City / Woodbridge,Sports Bar,Wed,dinner,16:00-21:00,17.5,Minimal
Core City / Woodbridge,Sports Bar,Wed,late,21:00-02:00,5.8,Minimal
Core City / Woodbridge,Sports Bar,Thu,morning,06:00-11:00,0.0,Minimal
Core City / Woodbridge,Sports Bar,Thu,midday,11:00-16:00,6.6,Minimal
Core City / Woodbridge,Sports Bar,Thu,dinner,16:00-21:00,24.1,Light
Core City / Woodbridge,Sports Bar,Thu,late,21:00-02:00,9.4,Minimal
Core City / Woodbridge,Sports Bar,Fri,morning,06:00-11:00,0.0,Minimal
Core City / Woodbridge,Sports Bar,Fri,midday,11:00-16:00,9.5,Minimal
Core City / Woodbridge,Sports Bar,Fri,dinner,16:00-21:00,27.1,Light
Core City / Woodbridge,Sports Bar,Fri,late,21:00-02:00,24.6,Light
Core City / Woodbridge,Sports Bar,Sat,morning,06:00-11:00,0.0,Minimal
Core City / Woodbridge,Sports Bar,Sat,midday,11:00-16:00,13.9,Minimal
Core City / Woodbridge,Sports Bar,Sat,dinner,16:00-21:00,30.9,Light
Core City / Woodbridge,Sports Bar,Sat,late,21:00-02:00,26.1,Light
Core City / Woodbridge,Sports Bar,Sun,morning,06:00-11:00,0.0,Minimal
Core City / Woodbridge,Sports Bar,Sun,midday,11:00-16:00,9.8,Minimal
Core City / Woodbridge,Sports Bar,Sun,dinner,16:00-21:00,26.8,Light
Core City / Woodbridge,Sports Bar,Sun,late,21:00-02:00,9.2,Minimal
Core City / Woodbridge,Cocktail Lounge,Mon,morning,06:00-11:00,0.0,Minimal
Core City / Woodbridge,Cocktail Lounge,Mon,midday,11:00-16:00,0.2,Minimal
Core City / Woodbridge,Cocktail Lounge,Mon,dinner,16:00-21:00,2.2,Minimal
Core City / Woodbridge,Cocktail Lounge,Mon,late,21:00-02:00,1.9,Minimal
Core City / Woodbridge,Cocktail Lounge,Tue,morning,06:00-11:00,0.0,Minimal
Core City / Woodbridge,Cocktail Lounge,Tue,midday,11:00-16:00,0.3,Minimal
Core City / Woodbridge,Cocktail Lounge,Tue,dinner,16:00-21:00,4.2,Minimal
Core City / Woodbridge,Cocktail Lounge,Tue,late,21:00-02:00,3.6,Minimal
Core City / Woodbridge,Cocktail Lounge,Wed,morning,06:00-11:00,0.0,Minimal
Core City / Woodbridge,Cocktail Lounge,Wed,midday,11:00-16:00,0.7,Minimal
Core City / Woodbridge,Cocktail Lounge,Wed,dinner,16:00-21:00,10.3,Minimal
