# ForeShift Detroit - BASE DEMAND LAYER (v8)
# IMPORTANT: These are BASE scores only - BEFORE the event and weather layers.
# Final demand shown to an operator = base_score + event lift + weather adjustment,
# computed at query time in the application. Do NOT treat base_score as final demand.
# Event lift (additive) and weather (multiplicative) are applied in-app; this file is the fixed floor.
# Grain: one row per zone x concept x day x daypart. 13 zones x 9 concepts x 7 days x 4 dayparts = 3,276 rows.
# Bands: Exceptional 110-150, Peak 85-109, High 65-84, Moderate 40-64, Light 20-39, Minimal 0-19.
# Closed dayparts score 0 (Minimal) by design. CONFIDENTIAL - ForeShift LLC.
zone,concept,day,daypart,window,base_score,base_band
Eastern Market,Casual Dining,Mon,midday,11:00-16:00,11.6,Minimal
Eastern Market,Casual Dining,Mon,dinner,16:00-21:00,5.5,Minimal
Eastern Market,Casual Dining,Mon,late,21:00-02:00,0.3,Minimal
Eastern Market,Casual Dining,Tue,morning,06:00-11:00,3.1,Minimal
Eastern Market,Casual Dining,Tue,midday,11:00-16:00,13.6,Minimal
Eastern Market,Casual Dining,Tue,dinner,16:00-21:00,6.4,Minimal
Eastern Market,Casual Dining,Tue,late,21:00-02:00,0.4,Minimal
Eastern Market,Casual Dining,Wed,morning,06:00-11:00,4.0,Minimal
Eastern Market,Casual Dining,Wed,midday,11:00-16:00,16.5,Minimal
Eastern Market,Casual Dining,Wed,dinner,16:00-21:00,8.4,Minimal
Eastern Market,Casual Dining,Wed,late,21:00-02:00,0.6,Minimal
Eastern Market,Casual Dining,Thu,morning,06:00-11:00,5.4,Minimal
Eastern Market,Casual Dining,Thu,midday,11:00-16:00,21.3,Light
Eastern Market,Casual Dining,Thu,dinner,16:00-21:00,11.4,Minimal
Eastern Market,Casual Dining,Thu,late,21:00-02:00,1.0,Minimal
Eastern Market,Casual Dining,Fri,morning,06:00-11:00,7.6,Minimal
Eastern Market,Casual Dining,Fri,midday,11:00-16:00,26.1,Light
Eastern Market,Casual Dining,Fri,dinner,16:00-21:00,15.9,Minimal
Eastern Market,Casual Dining,Fri,late,21:00-02:00,2.0,Minimal
Eastern Market,Casual Dining,Sat,morning,06:00-11:00,10.8,Minimal
Eastern Market,Casual Dining,Sat,midday,11:00-16:00,43.7,Moderate
Eastern Market,Casual Dining,Sat,dinner,16:00-21:00,21.4,Light
Eastern Market,Casual Dining,Sat,late,21:00-02:00,2.4,Minimal
Eastern Market,Casual Dining,Sun,morning,06:00-11:00,6.6,Minimal
Eastern Market,Casual Dining,Sun,midday,11:00-16:00,30.6,Light
Eastern Market,Casual Dining,Sun,dinner,16:00-21:00,13.7,Minimal
Eastern Market,Casual Dining,Sun,late,21:00-02:00,0.6,Minimal
Eastern Market,Fast Casual,Mon,morning,06:00-11:00,7.9,Minimal
Eastern Market,Fast Casual,Mon,midday,11:00-16:00,30.2,Light
Eastern Market,Fast Casual,Mon,dinner,16:00-21:00,4.3,Minimal
Eastern Market,Fast Casual,Mon,late,21:00-02:00,0.0,Minimal
Eastern Market,Fast Casual,Tue,morning,06:00-11:00,9.1,Minimal
Eastern Market,Fast Casual,Tue,midday,11:00-16:00,34.7,Light
Eastern Market,Fast Casual,Tue,dinner,16:00-21:00,4.9,Minimal
Eastern Market,Fast Casual,Tue,late,21:00-02:00,0.0,Minimal
Eastern Market,Fast Casual,Wed,morning,06:00-11:00,10.3,Minimal
Eastern Market,Fast Casual,Wed,midday,11:00-16:00,39.2,Light
Eastern Market,Fast Casual,Wed,dinner,16:00-21:00,5.5,Minimal
Eastern Market,Fast Casual,Wed,late,21:00-02:00,0.0,Minimal
Eastern Market,Fast Casual,Thu,morning,06:00-11:00,11.1,Minimal
Eastern Market,Fast Casual,Thu,midday,11:00-16:00,39.6,Light
Eastern Market,Fast Casual,Thu,dinner,16:00-21:00,7.0,Minimal
Eastern Market,Fast Casual,Thu,late,21:00-02:00,0.0,Minimal
Eastern Market,Fast Casual,Fri,morning,06:00-11:00,12.3,Minimal
Eastern Market,Fast Casual,Fri,midday,11:00-16:00,43.8,Moderate
Eastern Market,Fast Casual,Fri,dinner,16:00-21:00,7.7,Minimal
Eastern Market,Fast Casual,Fri,late,21:00-02:00,0.0,Minimal
Eastern Market,Fast Casual,Sat,morning,06:00-11:00,11.2,Minimal
Eastern Market,Fast Casual,Sat,midday,11:00-16:00,47.4,Moderate
Eastern Market,Fast Casual,Sat,dinner,16:00-21:00,10.8,Minimal
Eastern Market,Fast Casual,Sat,late,21:00-02:00,0.0,Minimal
Eastern Market,Fast Casual,Sun,morning,06:00-11:00,6.8,Minimal
Eastern Market,Fast Casual,Sun,midday,11:00-16:00,28.7,Light
Eastern Market,Fast Casual,Sun,dinner,16:00-21:00,6.6,Minimal
Eastern Market,Fast Casual,Sun,late,21:00-02:00,0.0,Minimal
Eastern Market,Coffee Shop,Mon,morning,06:00-11:00,34.0,Light
Eastern Market,Coffee Shop,Mon,midday,11:00-16:00,17.7,Minimal
Eastern Market,Coffee Shop,Mon,dinner,16:00-21:00,1.2,Minimal
Eastern Market,Coffee Shop,Mon,late,21:00-02:00,0.0,Minimal
Eastern Market,Coffee Shop,Tue,morning,06:00-11:00,37.6,Light
Eastern Market,Coffee Shop,Tue,midday,11:00-16:00,19.6,Minimal
Eastern Market,Coffee Shop,Tue,dinner,16:00-21:00,1.3,Minimal
Eastern Market,Coffee Shop,Tue,late,21:00-02:00,0.0,Minimal
Eastern Market,Coffee Shop,Wed,morning,06:00-11:00,42.3,Moderate
Eastern Market,Coffee Shop,Wed,midday,11:00-16:00,22.0,Light
Eastern Market,Coffee Shop,Wed,dinner,16:00-21:00,1.5,Minimal
Eastern Market,Coffee Shop,Wed,late,21:00-02:00,0.0,Minimal
Eastern Market,Coffee Shop,Thu,morning,06:00-11:00,43.5,Moderate
Eastern Market,Coffee Shop,Thu,midday,11:00-16:00,23.4,Light
Eastern Market,Coffee Shop,Thu,dinner,16:00-21:00,2.1,Minimal
Eastern Market,Coffee Shop,Thu,late,21:00-02:00,0.0,Minimal
Eastern Market,Coffee Shop,Fri,morning,06:00-11:00,44.7,Moderate
Eastern Market,Coffee Shop,Fri,midday,11:00-16:00,25.4,Light
Eastern Market,Coffee Shop,Fri,dinner,16:00-21:00,3.1,Minimal
Eastern Market,Coffee Shop,Fri,late,21:00-02:00,0.0,Minimal
Eastern Market,Coffee Shop,Sat,morning,06:00-11:00,45.6,Moderate
Eastern Market,Coffee Shop,Sat,midday,11:00-16:00,34.9,Light
Eastern Market,Coffee Shop,Sat,dinner,16:00-21:00,4.0,Minimal
Eastern Market,Coffee Shop,Sat,late,21:00-02:00,0.0,Minimal
Eastern Market,Coffee Shop,Sun,morning,06:00-11:00,26.4,Light
Eastern Market,Coffee Shop,Sun,midday,11:00-16:00,23.2,Light
Eastern Market,Coffee Shop,Sun,dinner,16:00-21:00,2.5,Minimal
Eastern Market,Coffee Shop,Sun,late,21:00-02:00,0.0,Minimal
Eastern Market,Breakfast / Brunch Cafe,Mon,morning,06:00-11:00,17.4,Minimal
Eastern Market,Breakfast / Brunch Cafe,Mon,midday,11:00-16:00,12.5,Minimal
Eastern Market,Breakfast / Brunch Cafe,Mon,dinner,16:00-21:00,0.2,Minimal
Eastern Market,Breakfast / Brunch Cafe,Mon,late,21:00-02:00,0.0,Minimal
Eastern Market,Breakfast / Brunch Cafe,Tue,morning,06:00-11:00,18.0,Minimal
Eastern Market,Breakfast / Brunch Cafe,Tue,midday,11:00-16:00,13.0,Minimal
Eastern Market,Breakfast / Brunch Cafe,Tue,dinner,16:00-21:00,0.2,Minimal
Eastern Market,Breakfast / Brunch Cafe,Tue,late,21:00-02:00,0.0,Minimal
Eastern Market,Breakfast / Brunch Cafe,Wed,morning,06:00-11:00,20.6,Light
Eastern Market,Breakfast / Brunch Cafe,Wed,midday,11:00-16:00,14.8,Minimal
Eastern Market,Breakfast / Brunch Cafe,Wed,dinner,16:00-21:00,0.3,Minimal
Eastern Market,Breakfast / Brunch Cafe,Wed,late,21:00-02:00,0.0,Minimal
Eastern Market,Breakfast / Brunch Cafe,Thu,morning,06:00-11:00,25.4,Light
Eastern Market,Breakfast / Brunch Cafe,Thu,midday,11:00-16:00,19.7,Minimal
Eastern Market,Breakfast / Brunch Cafe,Thu,dinner,16:00-21:00,0.7,Minimal
Eastern Market,Breakfast / Brunch Cafe,Thu,late,21:00-02:00,0.0,Minimal
Eastern Market,Breakfast / Brunch Cafe,Fri,morning,06:00-11:00,33.0,Light
Eastern Market,Breakfast / Brunch Cafe,Fri,midday,11:00-16:00,29.1,Light
Eastern Market,Breakfast / Brunch Cafe,Fri,dinner,16:00-21:00,1.4,Minimal
Eastern Market,Breakfast / Brunch Cafe,Fri,late,21:00-02:00,0.0,Minimal
Eastern Market,Breakfast / Brunch Cafe,Sat,morning,06:00-11:00,54.5,Moderate
Eastern Market,Breakfast / Brunch Cafe,Sat,midday,11:00-16:00,76.6,High
Eastern Market,Breakfast / Brunch Cafe,Sat,dinner,16:00-21:00,2.0,Minimal
Eastern Market,Breakfast / Brunch Cafe,Sat,late,21:00-02:00,0.0,Minimal
Eastern Market,Breakfast / Brunch Cafe,Sun,morning,06:00-11:00,43.8,Moderate
Eastern Market,Breakfast / Brunch Cafe,Sun,midday,11:00-16:00,71.4,High
Eastern Market,Breakfast / Brunch Cafe,Sun,dinner,16:00-21:00,1.3,Minimal
Eastern Market,Breakfast / Brunch Cafe,Sun,late,21:00-02:00,0.0,Minimal
Eastern Market,Sports Bar,Mon,morning,06:00-11:00,0.0,Minimal
Eastern Market,Sports Bar,Mon,midday,11:00-16:00,9.3,Minimal
Eastern Market,Sports Bar,Mon,dinner,16:00-21:00,7.3,Minimal
Eastern Market,Sports Bar,Mon,late,21:00-02:00,1.4,Minimal
Eastern Market,Sports Bar,Tue,morning,06:00-11:00,0.0,Minimal
Eastern Market,Sports Bar,Tue,midday,11:00-16:00,9.3,Minimal
Eastern Market,Sports Bar,Tue,dinner,16:00-21:00,7.1,Minimal
Eastern Market,Sports Bar,Tue,late,21:00-02:00,1.3,Minimal
Eastern Market,Sports Bar,Wed,morning,06:00-11:00,0.0,Minimal
Eastern Market,Sports Bar,Wed,midday,11:00-16:00,10.7,Minimal
Eastern Market,Sports Bar,Wed,dinner,16:00-21:00,8.2,Minimal
Eastern Market,Sports Bar,Wed,late,21:00-02:00,1.5,Minimal
Eastern Market,Sports Bar,Thu,morning,06:00-11:00,0.0,Minimal
Eastern Market,Sports Bar,Thu,midday,11:00-16:00,12.5,Minimal
Eastern Market,Sports Bar,Thu,dinner,16:00-21:00,11.2,Minimal
Eastern Market,Sports Bar,Thu,late,21:00-02:00,2.4,Minimal
Eastern Market,Sports Bar,Fri,morning,06:00-11:00,0.0,Minimal
Eastern Market,Sports Bar,Fri,midday,11:00-16:00,18.0,Minimal
Eastern Market,Sports Bar,Fri,dinner,16:00-21:00,12.7,Minimal
Eastern Market,Sports Bar,Fri,late,21:00-02:00,6.3,Minimal
Eastern Market,Sports Bar,Sat,morning,06:00-11:00,0.0,Minimal
Eastern Market,Sports Bar,Sat,midday,11:00-16:00,28.9,Light
Eastern Market,Sports Bar,Sat,dinner,16:00-21:00,15.8,Minimal
Eastern Market,Sports Bar,Sat,late,21:00-02:00,7.4,Minimal
Eastern Market,Sports Bar,Sun,morning,06:00-11:00,0.0,Minimal
Eastern Market,Sports Bar,Sun,midday,11:00-16:00,20.4,Light
Eastern Market,Sports Bar,Sun,dinner,16:00-21:00,13.8,Minimal
Eastern Market,Sports Bar,Sun,late,21:00-02:00,2.6,Minimal
Eastern Market,Cocktail Lounge,Mon,morning,06:00-11:00,0.0,Minimal
Eastern Market,Cocktail Lounge,Mon,midday,11:00-16:00,0.3,Minimal
Eastern Market,Cocktail Lounge,Mon,dinner,16:00-21:00,1.1,Minimal
Eastern Market,Cocktail Lounge,Mon,late,21:00-02:00,0.5,Minimal
Eastern Market,Cocktail Lounge,Tue,morning,06:00-11:00,0.0,Minimal
Eastern Market,Cocktail Lounge,Tue,midday,11:00-16:00,0.6,Minimal
Eastern Market,Cocktail Lounge,Tue,dinner,16:00-21:00,2.0,Minimal
Eastern Market,Cocktail Lounge,Tue,late,21:00-02:00,0.9,Minimal
Eastern Market,Cocktail Lounge,Wed,morning,06:00-11:00,0.0,Minimal
Eastern Market,Cocktail Lounge,Wed,midday,11:00-16:00,1.4,Minimal
Eastern Market,Cocktail Lounge,Wed,dinner,16:00-21:00,4.9,Minimal
Eastern Market,Cocktail Lounge,Wed,late,21:00-02:00,2.3,Minimal
Eastern Market,Cocktail Lounge,Thu,morning,06:00-11:00,0.0,Minimal
Eastern Market,Cocktail Lounge,Thu,midday,11:00-16:00,4.1,Minimal
Eastern Market,Cocktail Lounge,Thu,dinner,16:00-21:00,13.1,Minimal
Eastern Market,Cocktail Lounge,Thu,late,21:00-02:00,7.1,Minimal
Eastern Market,Cocktail Lounge,Fri,morning,06:00-11:00,0.0,Minimal
Eastern Market,Cocktail Lounge,Fri,midday,11:00-16:00,4.1,Minimal
Eastern Market,Cocktail Lounge,Fri,dinner,16:00-21:00,19.6,Minimal
Eastern Market,Cocktail Lounge,Fri,late,21:00-02:00,13.0,Minimal
Eastern Market,Cocktail Lounge,Sat,morning,06:00-11:00,0.0,Minimal
Eastern Market,Cocktail Lounge,Sat,midday,11:00-16:00,4.4,Minimal
Eastern Market,Cocktail Lounge,Sat,dinner,16:00-21:00,21.1,Light
Eastern Market,Cocktail Lounge,Sat,late,21:00-02:00,14.0,Minimal
Eastern Market,Cocktail Lounge,Sun,morning,06:00-11:00,0.0,Minimal
Eastern Market,Cocktail Lounge,Sun,midday,11:00-16:00,1.2,Minimal
Eastern Market,Cocktail Lounge,Sun,dinner,16:00-21:00,4.1,Minimal
Eastern Market,Cocktail Lounge,Sun,late,21:00-02:00,1.9,Minimal
New Center / North End,Fine Dining,Mon,morning,06:00-11:00,0.0,Minimal
New Center / North End,Fine Dining,Mon,midday,11:00-16:00,1.7,Minimal
New Center / North End,Fine Dining,Mon,dinner,16:00-21:00,2.7,Minimal
New Center / North End,Fine Dining,Mon,late,21:00-02:00,0.1,Minimal
New Center / North End,Fine Dining,Tue,morning,06:00-11:00,0.0,Minimal
New Center / North End,Fine Dining,Tue,midday,11:00-16:00,3.8,Minimal
New Center / North End,Fine Dining,Tue,dinner,16:00-21:00,5.4,Minimal
New Center / North End,Fine Dining,Tue,late,21:00-02:00,0.2,Minimal
New Center / North End,Fine Dining,Wed,morning,06:00-11:00,0.0,Minimal
New Center / North End,Fine Dining,Wed,midday,11:00-16:00,7.2,Minimal
New Center / North End,Fine Dining,Wed,dinner,16:00-21:00,10.3,Minimal
New Center / North End,Fine Dining,Wed,late,21:00-02:00,0.4,Minimal
New Center / North End,Fine Dining,Thu,morning,06:00-11:00,0.0,Minimal
New Center / North End,Fine Dining,Thu,midday,11:00-16:00,12.7,Minimal
New Center / North End,Fine Dining,Thu,dinner,16:00-21:00,19.4,Minimal
New Center / North End,Fine Dining,Thu,late,21:00-02:00,1.1,Minimal
New Center / North End,Fine Dining,Fri,morning,06:00-11:00,0.0,Minimal
New Center / North End,Fine Dining,Fri,midday,11:00-16:00,13.1,Minimal
New Center / North End,Fine Dining,Fri,dinner,16:00-21:00,25.5,Light
New Center / North End,Fine Dining,Fri,late,21:00-02:00,2.6,Minimal
New Center / North End,Fine Dining,Sat,morning,06:00-11:00,0.0,Minimal
New Center / North End,Fine Dining,Sat,midday,11:00-16:00,13.1,Minimal
New Center / North End,Fine Dining,Sat,dinner,16:00-21:00,25.6,Light
New Center / North End,Fine Dining,Sat,late,21:00-02:00,2.6,Minimal
New Center / North End,Fine Dining,Sun,morning,06:00-11:00,0.0,Minimal
New Center / North End,Fine Dining,Sun,midday,11:00-16:00,1.6,Minimal
New Center / North End,Fine Dining,Sun,dinner,16:00-21:00,2.6,Minimal
New Center / North End,Fine Dining,Sun,late,21:00-02:00,0.1,Minimal
New Center / North End,Upscale Casual,Mon,morning,06:00-11:00,0.8,Minimal
New Center / North End,Upscale Casual,Mon,midday,11:00-16:00,5.7,Minimal
New Center / North End,Upscale Casual,Mon,dinner,16:00-21:00,4.5,Minimal
New Center / North End,Upscale Casual,Mon,late,21:00-02:00,0.2,Minimal
New Center / North End,Upscale Casual,Tue,morning,06:00-11:00,1.2,Minimal
New Center / North End,Upscale Casual,Tue,midday,11:00-16:00,8.9,Minimal
New Center / North End,Upscale Casual,Tue,dinner,16:00-21:00,7.0,Minimal
New Center / North End,Upscale Casual,Tue,late,21:00-02:00,0.3,Minimal
New Center / North End,Upscale Casual,Wed,morning,06:00-11:00,1.8,Minimal
New Center / North End,Upscale Casual,Wed,midday,11:00-16:00,12.5,Minimal
New Center / North End,Upscale Casual,Wed,dinner,16:00-21:00,10.5,Minimal
New Center / North End,Upscale Casual,Wed,late,21:00-02:00,0.6,Minimal
New Center / North End,Upscale Casual,Thu,morning,06:00-11:00,2.6,Minimal
New Center / North End,Upscale Casual,Thu,midday,11:00-16:00,16.9,Minimal
New Center / North End,Upscale Casual,Thu,dinner,16:00-21:00,14.9,Minimal
New Center / North End,Upscale Casual,Thu,late,21:00-02:00,1.1,Minimal
New Center / North End,Upscale Casual,Fri,morning,06:00-11:00,3.3,Minimal
New Center / North End,Upscale Casual,Fri,midday,11:00-16:00,16.9,Minimal
New Center / North End,Upscale Casual,Fri,dinner,16:00-21:00,19.0,Minimal
New Center / North End,Upscale Casual,Fri,late,21:00-02:00,2.1,Minimal
New Center / North End,Upscale Casual,Sat,morning,06:00-11:00,4.5,Minimal
New Center / North End,Upscale Casual,Sat,midday,11:00-16:00,20.0,Light
New Center / North End,Upscale Casual,Sat,dinner,16:00-21:00,14.4,Minimal
New Center / North End,Upscale Casual,Sat,late,21:00-02:00,1.4,Minimal
New Center / North End,Upscale Casual,Sun,morning,06:00-11:00,1.5,Minimal
New Center / North End,Upscale Casual,Sun,midday,11:00-16:00,7.5,Minimal
New Center / North End,Upscale Casual,Sun,dinner,16:00-21:00,5.0,Minimal
New Center / North End,Upscale Casual,Sun,late,21:00-02:00,0.2,Minimal
New Center / North End,Casual Dining,Mon,morning,06:00-11:00,2.3,Minimal
New Center / North End,Casual Dining,Mon,midday,11:00-16:00,12.7,Minimal
New Center / North End,Casual Dining,Mon,dinner,16:00-21:00,7.1,Minimal
New Center / North End,Casual Dining,Mon,late,21:00-02:00,0.4,Minimal
New Center / North End,Casual Dining,Tue,morning,06:00-11:00,2.7,Minimal
New Center / North End,Casual Dining,Tue,midday,11:00-16:00,14.9,Minimal
New Center / North End,Casual Dining,Tue,dinner,16:00-21:00,8.3,Minimal
New Center / North End,Casual Dining,Tue,late,21:00-02:00,0.4,Minimal
New Center / North End,Casual Dining,Wed,morning,06:00-11:00,3.2,Minimal
New Center / North End,Casual Dining,Wed,midday,11:00-16:00,16.9,Minimal
New Center / North End,Casual Dining,Wed,dinner,16:00-21:00,10.1,Minimal
New Center / North End,Casual Dining,Wed,late,21:00-02:00,0.6,Minimal
New Center / North End,Casual Dining,Thu,morning,06:00-11:00,3.9,Minimal
New Center / North End,Casual Dining,Thu,midday,11:00-16:00,19.4,Minimal
New Center / North End,Casual Dining,Thu,dinner,16:00-21:00,12.3,Minimal
New Center / North End,Casual Dining,Thu,late,21:00-02:00,0.9,Minimal
New Center / North End,Casual Dining,Fri,morning,06:00-11:00,4.6,Minimal
New Center / North End,Casual Dining,Fri,midday,11:00-16:00,20.5,Light
New Center / North End,Casual Dining,Fri,dinner,16:00-21:00,14.7,Minimal
New Center / North End,Casual Dining,Fri,late,21:00-02:00,1.4,Minimal
New Center / North End,Casual Dining,Sat,morning,06:00-11:00,3.3,Minimal
New Center / North End,Casual Dining,Sat,midday,11:00-16:00,17.2,Minimal
New Center / North End,Casual Dining,Sat,dinner,16:00-21:00,9.9,Minimal
New Center / North End,Casual Dining,Sat,late,21:00-02:00,0.9,Minimal
New Center / North End,Casual Dining,Sun,morning,06:00-11:00,1.8,Minimal
New Center / North End,Casual Dining,Sun,midday,11:00-16:00,10.8,Minimal
New Center / North End,Casual Dining,Sun,dinner,16:00-21:00,5.7,Minimal
New Center / North End,Casual Dining,Sun,late,21:00-02:00,0.2,Minimal
New Center / North End,Fast Casual,Mon,morning,06:00-11:00,7.5,Minimal
New Center / North End,Fast Casual,Mon,midday,11:00-16:00,36.5,Light
New Center / North End,Fast Casual,Mon,dinner,16:00-21:00,6.1,Minimal
New Center / North End,Fast Casual,Mon,late,21:00-02:00,0.0,Minimal
New Center / North End,Fast Casual,Tue,morning,06:00-11:00,8.6,Minimal
New Center / North End,Fast Casual,Tue,midday,11:00-16:00,41.7,Moderate
New Center / North End,Fast Casual,Tue,dinner,16:00-21:00,7.0,Minimal
New Center / North End,Fast Casual,Tue,late,21:00-02:00,0.0,Minimal
New Center / North End,Fast Casual,Wed,morning,06:00-11:00,9.1,Minimal
New Center / North End,Fast Casual,Wed,midday,11:00-16:00,44.2,Moderate
New Center / North End,Fast Casual,Wed,dinner,16:00-21:00,7.4,Minimal
New Center / North End,Fast Casual,Wed,late,21:00-02:00,0.0,Minimal
New Center / North End,Fast Casual,Thu,morning,06:00-11:00,8.6,Minimal
New Center / North End,Fast Casual,Thu,midday,11:00-16:00,39.1,Light
New Center / North End,Fast Casual,Thu,dinner,16:00-21:00,8.2,Minimal
New Center / North End,Fast Casual,Thu,late,21:00-02:00,0.0,Minimal
New Center / North End,Fast Casual,Fri,morning,06:00-11:00,7.8,Minimal
New Center / North End,Fast Casual,Fri,midday,11:00-16:00,35.5,Light
New Center / North End,Fast Casual,Fri,dinner,16:00-21:00,7.4,Minimal
New Center / North End,Fast Casual,Fri,late,21:00-02:00,0.0,Minimal
New Center / North End,Fast Casual,Sat,morning,06:00-11:00,2.5,Minimal
New Center / North End,Fast Casual,Sat,midday,11:00-16:00,13.4,Minimal
New Center / North End,Fast Casual,Sat,dinner,16:00-21:00,3.6,Minimal
New Center / North End,Fast Casual,Sat,late,21:00-02:00,0.0,Minimal
New Center / North End,Fast Casual,Sun,morning,06:00-11:00,1.1,Minimal
New Center / North End,Fast Casual,Sun,midday,11:00-16:00,5.8,Minimal
New Center / North End,Fast Casual,Sun,dinner,16:00-21:00,1.6,Minimal
New Center / North End,Fast Casual,Sun,late,21:00-02:00,0.0,Minimal
New Center / North End,Coffee Shop,Mon,morning,06:00-11:00,30.7,Light
New Center / North End,Coffee Shop,Mon,midday,11:00-16:00,20.5,Light
New Center / North End,Coffee Shop,Mon,dinner,16:00-21:00,1.6,Minimal
New Center / North End,Coffee Shop,Mon,late,21:00-02:00,0.0,Minimal
New Center / North End,Coffee Shop,Tue,morning,06:00-11:00,34.0,Light
New Center / North End,Coffee Shop,Tue,midday,11:00-16:00,22.7,Light
New Center / North End,Coffee Shop,Tue,dinner,16:00-21:00,1.8,Minimal
New Center / North End,Coffee Shop,Tue,late,21:00-02:00,0.0,Minimal
New Center / North End,Coffee Shop,Wed,morning,06:00-11:00,36.1,Light
New Center / North End,Coffee Shop,Wed,midday,11:00-16:00,24.0,Light
New Center / North End,Coffee Shop,Wed,dinner,16:00-21:00,1.9,Minimal
New Center / North End,Coffee Shop,Wed,late,21:00-02:00,0.0,Minimal
New Center / North End,Coffee Shop,Thu,morning,06:00-11:00,32.9,Light
New Center / North End,Coffee Shop,Thu,midday,11:00-16:00,22.7,Light
New Center / North End,Coffee Shop,Thu,dinner,16:00-21:00,2.4,Minimal
New Center / North End,Coffee Shop,Thu,late,21:00-02:00,0.0,Minimal
New Center / North End,Coffee Shop,Fri,morning,06:00-11:00,28.2,Light
New Center / North End,Coffee Shop,Fri,midday,11:00-16:00,20.5,Light
New Center / North End,Coffee Shop,Fri,dinner,16:00-21:00,3.0,Minimal
New Center / North End,Coffee Shop,Fri,late,21:00-02:00,0.0,Minimal
New Center / North End,Coffee Shop,Sat,morning,06:00-11:00,10.7,Minimal
New Center / North End,Coffee Shop,Sat,midday,11:00-16:00,10.5,Minimal
New Center / North End,Coffee Shop,Sat,dinner,16:00-21:00,1.4,Minimal
New Center / North End,Coffee Shop,Sat,late,21:00-02:00,0.0,Minimal
New Center / North End,Coffee Shop,Sun,morning,06:00-11:00,4.7,Minimal
New Center / North End,Coffee Shop,Sun,midday,11:00-16:00,5.3,Minimal
New Center / North End,Coffee Shop,Sun,dinner,16:00-21:00,0.7,Minimal
New Center / North End,Coffee Shop,Sun,late,21:00-02:00,0.0,Minimal
New Center / North End,Breakfast / Brunch Cafe,Mon,morning,06:00-11:00,12.5,Minimal
New Center / North End,Breakfast / Brunch Cafe,Mon,midday,11:00-16:00,11.5,Minimal
New Center / North End,Breakfast / Brunch Cafe,Mon,dinner,16:00-21:00,0.2,Minimal
New Center / North End,Breakfast / Brunch Cafe,Mon,late,21:00-02:00,0.0,Minimal
New Center / North End,Breakfast / Brunch Cafe,Tue,morning,06:00-11:00,13.0,Minimal
New Center / North End,Breakfast / Brunch Cafe,Tue,midday,11:00-16:00,12.0,Minimal
New Center / North End,Breakfast / Brunch Cafe,Tue,dinner,16:00-21:00,0.3,Minimal
New Center / North End,Breakfast / Brunch Cafe,Tue,late,21:00-02:00,0.0,Minimal
New Center / North End,Breakfast / Brunch Cafe,Wed,morning,06:00-11:00,14.4,Minimal
New Center / North End,Breakfast / Brunch Cafe,Wed,midday,11:00-16:00,13.2,Minimal
New Center / North End,Breakfast / Brunch Cafe,Wed,dinner,16:00-21:00,0.3,Minimal
New Center / North End,Breakfast / Brunch Cafe,Wed,late,21:00-02:00,0.0,Minimal
New Center / North End,Breakfast / Brunch Cafe,Thu,morning,06:00-11:00,16.6,Minimal
New Center / North End,Breakfast / Brunch Cafe,Thu,midday,11:00-16:00,16.5,Minimal
New Center / North End,Breakfast / Brunch Cafe,Thu,dinner,16:00-21:00,0.7,Minimal
New Center / North End,Breakfast / Brunch Cafe,Thu,late,21:00-02:00,0.0,Minimal
New Center / North End,Breakfast / Brunch Cafe,Fri,morning,06:00-11:00,19.7,Minimal
New Center / North End,Breakfast / Brunch Cafe,Fri,midday,11:00-16:00,22.2,Light
New Center / North End,Breakfast / Brunch Cafe,Fri,dinner,16:00-21:00,1.3,Minimal
New Center / North End,Breakfast / Brunch Cafe,Fri,late,21:00-02:00,0.0,Minimal
New Center / North End,Breakfast / Brunch Cafe,Sat,morning,06:00-11:00,23.0,Light
New Center / North End,Breakfast / Brunch Cafe,Sat,midday,11:00-16:00,41.2,Moderate
New Center / North End,Breakfast / Brunch Cafe,Sat,dinner,16:00-21:00,1.3,Minimal
New Center / North End,Breakfast / Brunch Cafe,Sat,late,21:00-02:00,0.0,Minimal
New Center / North End,Breakfast / Brunch Cafe,Sun,morning,06:00-11:00,18.9,Minimal
New Center / North End,Breakfast / Brunch Cafe,Sun,midday,11:00-16:00,39.5,Light
New Center / North End,Breakfast / Brunch Cafe,Sun,dinner,16:00-21:00,0.9,Minimal
New Center / North End,Breakfast / Brunch Cafe,Sun,late,21:00-02:00,0.0,Minimal
New Center / North End,Sports Bar,Mon,morning,06:00-11:00,0.0,Minimal
New Center / North End,Sports Bar,Mon,midday,11:00-16:00,8.1,Minimal
New Center / North End,Sports Bar,Mon,dinner,16:00-21:00,7.5,Minimal
New Center / North End,Sports Bar,Mon,late,21:00-02:00,1.1,Minimal
New Center / North End,Sports Bar,Tue,morning,06:00-11:00,0.0,Minimal
New Center / North End,Sports Bar,Tue,midday,11:00-16:00,8.2,Minimal
New Center / North End,Sports Bar,Tue,dinner,16:00-21:00,7.4,Minimal
New Center / North End,Sports Bar,Tue,late,21:00-02:00,1.0,Minimal
